id;pos_x;pos_y;pos_z;degree;isAtSampleBorder
697;-215.0;-47.0;282.0;1;0
698;-314.0;-264.0;282.0;1;0
699;-217.0;-34.0;283.0;1;0
700;-311.0;-129.0;283.0;1;0
701;-93.0;-206.0;283.0;1;0
702;-174.0;-257.0;283.0;1;0
703;-20.0;-40.0;284.0;1;0
704;-111.0;-127.0;284.0;1;0
705;-288.0;-257.0;284.0;1;0
706;-202.0;-252.0;285.0;1;0
707;-277.0;-288.0;285.0;1;0
708;-57.0;-142.0;286.0;1;0
709;-257.0;-181.0;286.0;1;0
710;-207.0;-190.0;286.0;1;0
711;-284.0;-29.0;287.0;1;0
712;-301.0;-143.0;287.0;1;0
713;-89.0;-170.0;287.0;1;0
714;-118.0;-170.0;287.0;1;0
715;-242.0;-198.0;288.0;1;0
716;-105.0;-28.0;289.0;1;0
717;-9.0;-69.0;289.0;1;0
718;-230.0;-187.0;289.0;1;0
719;-83.0;-290.0;289.0;1;0
720;-260.0;-28.0;290.0;1;0
721;-313.0;-290.0;290.0;1;0
722;-311.0;-29.0;292.0;1;0
723;-142.0;-122.0;292.0;1;0
724;-312.0;-208.0;292.0;1;0
725;-53.0;-209.0;292.0;1;0
726;-69.0;-234.0;293.0;1;0
727;-206.0;-182.0;296.0;1;0
728;-241.0;-240.0;296.0;1;0
729;-118.0;-261.0;296.0;1;0
730;-310.0;-274.0;296.0;1;0
731;-206.0;-293.0;296.0;1;0
732;-312.0;-220.0;297.0;1;0
733;-186.0;-178.0;298.0;1;0
734;-288.0;-291.0;298.0;1;0
735;-10.0;-68.0;299.0;1;0
736;-16.0;-96.0;299.0;1;0
737;-314.0;-140.0;299.0;1;0
738;-314.0;-30.0;300.0;1;0
739;-289.0;-174.0;300.0;1;0
740;-218.0;-116.0;301.0;1;0
741;-207.0;-143.0;301.0;1;0
742;-313.0;-169.0;301.0;1;0
743;-66.0;-292.0;301.0;1;0
744;-223.0;-28.0;302.0;1;0
745;-170.0;-199.0;302.0;1;0
746;-177.0;-250.0;302.0;1;0
747;-46.0;-290.0;302.0;1;0
748;-142.0;-290.0;302.0;1;0
749;-161.0;-291.0;302.0;1;0
750;-37.0;-292.0;302.0;1;0
751;-126.0;-171.0;303.0;1;0
752;-23.0;-174.0;303.0;1;0
753;-30.0;-119.0;304.0;1;0
754;-9.0;-180.0;304.0;1;0
755;-312.0;-40.0;305.0;1;0
756;-204.0;-94.0;305.0;1;0
757;-174.0;-179.0;305.0;1;0
758;-269.0;-185.0;305.0;1;0
759;-260.0;-288.0;305.0;1;0
760;-114.0;-294.0;305.0;1;0
761;-46.0;-48.0;306.0;1;0
762;-315.0;-88.0;306.0;1;0
763;-177.0;-241.0;306.0;1;0
764;-163.0;-186.0;308.0;1;0
765;-280.0;-271.0;308.0;1;0
766;-193.0;-79.0;309.0;1;0
767;-147.0;-196.0;309.0;1;0
768;-205.0;-291.0;309.0;1;0
769;-84.0;-28.0;310.0;1;0
770;-37.0;-60.0;310.0;1;0
771;-68.0;-41.0;311.0;1;0
772;-220.0;-209.0;311.0;1;0
773;-266.0;-46.0;312.0;1;0
774;-183.0;-144.0;312.0;1;0
775;-274.0;-190.0;312.0;1;0
776;-257.0;-32.0;313.0;1;0
777;-75.0;-131.0;313.0;1;0
778;-249.0;-86.0;314.0;1;0
779;-196.0;-37.0;315.0;1;0
780;-105.0;-58.0;315.0;1;0
781;-313.0;-158.0;315.0;1;0
782;-209.0;-179.0;315.0;1;0
783;-108.0;-46.0;316.0;1;0
784;-140.0;-133.0;316.0;1;0
785;-315.0;-276.0;316.0;1;0
786;-219.0;-28.0;318.0;1;0
787;-164.0;-135.0;318.0;1;0
788;-20.0;-142.0;318.0;1;0
789;-80.0;-29.0;319.0;1;0
790;-56.0;-33.0;319.0;1;0
791;-221.0;-178.0;319.0;1;0
792;-37.0;-209.0;319.0;1;0
793;-11.0;-38.0;320.0;1;0
794;-92.0;-116.0;320.0;1;0
795;-35.0;-117.0;320.0;1;0
796;-314.0;-168.0;320.0;1;0
797;-294.0;-180.0;320.0;1;0
798;-151.0;-229.0;320.0;1;0
799;-270.0;-28.0;321.0;1;0
800;-263.0;-148.0;321.0;1;0
801;-313.0;-244.0;321.0;1;0
802;-82.0;-47.0;322.0;1;0
803;-218.0;-84.0;322.0;1;0
804;-105.0;-293.0;322.0;1;0
805;-258.0;-82.0;323.0;1;0
806;-63.0;-179.0;323.0;1;0
807;-209.0;-277.0;323.0;1;0
808;-203.0;-294.0;323.0;1;0
809;-98.0;-73.0;324.0;1;0
810;-245.0;-122.0;324.0;1;0
811;-233.0;-78.0;326.0;1;0
812;-25.0;-292.0;326.0;1;0
813;-10.0;-65.0;327.0;1;0
814;-128.0;-159.0;327.0;1;0
815;-161.0;-94.0;328.0;1;0
816;-55.0;-192.0;328.0;1;0
817;-42.0;-286.0;328.0;1;0
818;-114.0;-36.0;329.0;1;0
819;-226.0;-290.0;329.0;1;0
820;-303.0;-70.0;330.0;1;0
821;-89.0;-234.0;330.0;1;0
822;-127.0;-256.0;330.0;1;0
823;-309.0;-77.0;331.0;1;0
824;-12.0;-171.0;331.0;1;0
825;-113.0;-219.0;331.0;1;0
826;-262.0;-244.0;331.0;1;0
827;-122.0;-29.0;333.0;1;0
828;-312.0;-52.0;333.0;1;0
829;-105.0;-129.0;333.0;1;0
830;-314.0;-146.0;333.0;1;0
831;-84.0;-237.0;333.0;1;0
832;-269.0;-131.0;334.0;1;0
833;-96.0;-209.0;334.0;1;0
834;-147.0;-289.0;334.0;1;0
835;-150.0;-111.0;335.0;1;0
836;-48.0;-131.0;335.0;1;0
837;-32.0;-279.0;335.0;1;0
838;-246.0;-41.0;337.0;1;0
839;-315.0;-200.0;337.0;1;0
840;-196.0;-224.0;337.0;1;0
841;-52.0;-289.0;337.0;1;0
842;-315.0;-33.0;339.0;1;0
843;-168.0;-105.0;339.0;1;0
844;-58.0;-127.0;339.0;1;0
845;-184.0;-294.0;339.0;1;0
846;-311.0;-81.0;341.0;1;0
847;-169.0;-130.0;341.0;1;0
848;-312.0;-191.0;341.0;1;0
849;-69.0;-212.0;341.0;1;0
850;-13.0;-222.0;341.0;1;0
851;-83.0;-259.0;341.0;1;0
852;-11.0;-289.0;341.0;1;0
853;-231.0;-97.0;342.0;1;0
854;-134.0;-193.0;342.0;1;0
855;-132.0;-211.0;343.0;1;0
856;-253.0;-32.0;344.0;1;0
857;-52.0;-143.0;345.0;1;0
858;-214.0;-201.0;345.0;1;0
859;-314.0;-228.0;345.0;1;0
860;-70.0;-243.0;345.0;1;0
861;-248.0;-291.0;345.0;1;0
862;-230.0;-211.0;346.0;1;0
863;-160.0;-60.0;347.0;1;0
864;-31.0;-86.0;347.0;1;0
865;-196.0;-91.0;347.0;1;0
866;-62.0;-96.0;347.0;1;0
867;-314.0;-286.0;347.0;1;0
868;-75.0;-289.0;347.0;1;0
869;-156.0;-92.0;348.0;1;0
870;-246.0;-209.0;348.0;1;0
871;-35.0;-294.0;349.0;1;0
872;-285.0;-74.0;350.0;1;0
873;-288.0;-93.0;350.0;1;0
874;-229.0;-142.0;350.0;1;0
875;-298.0;-50.0;351.0;1;0
876;-297.0;-29.0;352.0;1;0
877;-8.0;-30.0;352.0;1;0
878;-227.0;-140.0;352.0;1;0
879;-189.0;-232.0;352.0;1;0
880;-314.0;-97.0;353.0;1;0
881;-164.0;-154.0;353.0;1;0
882;-93.0;-104.0;354.0;1;0
883;-36.0;-136.0;354.0;1;0
884;-104.0;-281.0;355.0;1;0
885;-8.0;-138.0;356.0;1;0
886;-177.0;-208.0;356.0;1;0
887;-186.0;-295.0;356.0;1;0
888;-32.0;-234.0;357.0;1;0
889;-81.0;-92.0;358.0;1;0
890;-227.0;-166.0;358.0;1;0
891;-313.0;-44.0;359.0;1;0
892;-205.0;-258.0;359.0;1;0
893;-206.0;-272.0;359.0;1;0
894;-80.0;-150.0;360.0;1;0
895;-77.0;-164.0;360.0;1;0
896;-311.0;-238.0;360.0;1;0
897;-311.0;-34.0;361.0;1;0
898;-58.0;-268.0;361.0;1;0
899;-300.0;-34.0;362.0;1;0
900;-225.0;-66.0;362.0;1;0
901;-159.0;-77.0;362.0;1;0
902;-214.0;-230.0;362.0;1;0
903;-303.0;-293.0;362.0;1;0
904;-28.0;-96.0;363.0;1;0
905;-7.0;-279.0;363.0;1;0
906;-314.0;-85.0;364.0;1;0
907;-39.0;-34.0;365.0;1;0
908;-177.0;-197.0;365.0;1;0
909;-113.0;-294.0;365.0;1;0
910;-164.0;-157.0;366.0;1;0
911;-25.0;-179.0;366.0;1;0
912;-209.0;-279.0;366.0;1;0
913;-160.0;-112.0;367.0;1;0
914;-294.0;-112.0;367.0;1;0
915;-171.0;-156.0;367.0;1;0
916;-198.0;-246.0;368.0;1;0
917;-7.0;-108.0;369.0;1;0
918;-9.0;-193.0;369.0;1;0
919;-127.0;-29.0;370.0;1;0
920;-105.0;-87.0;370.0;1;0
921;-117.0;-158.0;370.0;1;0
922;-216.0;-169.0;370.0;1;0
923;-40.0;-293.0;370.0;1;0
924;-313.0;-175.0;371.0;1;0
925;-70.0;-172.0;372.0;1;0
926;-161.0;-230.0;372.0;1;0
927;-51.0;-257.0;372.0;1;0
928;-11.0;-178.0;373.0;1;0
929;-314.0;-197.0;374.0;1;0
930;-12.0;-218.0;374.0;1;0
931;-243.0;-30.0;375.0;1;0
932;-244.0;-284.0;375.0;1;0
933;-153.0;-294.0;375.0;1;0
934;-84.0;-90.0;376.0;1;0
935;-124.0;-124.0;376.0;1;0
936;-186.0;-288.0;377.0;1;0
937;-72.0;-293.0;377.0;1;0
938;-209.0;-174.0;378.0;1;0
939;-24.0;-200.0;378.0;1;0
940;-280.0;-245.0;378.0;1;0
941;-200.0;-252.0;378.0;1;0
942;-178.0;-291.0;378.0;1;0
943;-307.0;-117.0;379.0;1;0
944;-240.0;-56.0;380.0;1;0
945;-213.0;-291.0;380.0;1;0
946;-311.0;-62.0;381.0;1;0
947;-111.0;-189.0;381.0;1;0
948;-250.0;-237.0;381.0;1;0
949;-26.0;-288.0;381.0;1;0
950;-126.0;-90.0;382.0;1;0
951;-308.0;-228.0;382.0;1;0
952;-36.0;-293.0;382.0;1;0
953;-176.0;-33.0;383.0;1;0
954;-171.0;-126.0;383.0;1;0
955;-314.0;-147.0;383.0;1;0
956;-275.0;-284.0;383.0;1;0
957;-259.0;-291.0;383.0;1;0
958;-8.0;-30.0;384.0;1;0
959;-120.0;-65.0;384.0;1;0
960;-86.0;-103.0;384.0;1;0
961;-10.0;-67.0;385.0;1;0
962;-224.0;-103.0;385.0;1;0
963;-209.0;-105.0;385.0;1;0
964;-268.0;-166.0;385.0;1;0
965;-88.0;-211.0;385.0;1;0
966;-267.0;-31.0;386.0;1;0
967;-33.0;-112.0;386.0;1;0
968;-151.0;-295.0;386.0;1;0
969;-114.0;-33.0;387.0;1;0
970;-117.0;-182.0;387.0;1;0
971;-172.0;-291.0;388.0;1;0
972;-71.0;-47.0;389.0;1;0
973;-225.0;-71.0;389.0;1;0
974;-240.0;-100.0;389.0;1;0
975;-21.0;-113.0;389.0;1;0
976;-243.0;-163.0;389.0;1;0
977;-259.0;-170.0;390.0;1;0
978;-195.0;-53.0;391.0;1;0
979;-113.0;-291.0;391.0;1;0
980;-315.0;-95.0;392.0;1;0
981;-116.0;-181.0;392.0;1;0
982;-252.0;-289.0;392.0;1;0
983;-54.0;-79.0;393.0;1;0
984;-86.0;-252.0;393.0;1;0
985;-164.0;-293.0;393.0;1;0
986;-101.0;-33.0;394.0;1;0
987;-77.0;-46.0;394.0;1;0
988;-179.0;-120.0;394.0;1;0
989;-182.0;-215.0;394.0;1;0
990;-235.0;-295.0;394.0;1;0
991;-311.0;-177.0;395.0;1;0
992;-76.0;-35.0;396.0;1;0
993;-56.0;-280.0;396.0;1;0
994;-228.0;-62.0;397.0;1;0
995;-122.0;-223.0;397.0;1;0
996;-153.0;-287.0;397.0;1;0
997;-313.0;-124.0;398.0;1;0
998;-204.0;-241.0;398.0;1;0
999;-244.0;-255.0;398.0;1;0
1000;-313.0;-257.0;398.0;1;0
1001;-288.0;-64.0;399.0;1;0
1002;-9.0;-83.0;399.0;1;0
1003;-311.0;-115.0;399.0;1;0
1004;-57.0;-292.0;399.0;1;0
1005;-182.0;-89.0;400.0;1;0
1006;-132.0;-94.0;400.0;1;0
1007;-16.0;-146.0;400.0;1;0
1008;-312.0;-27.0;401.0;1;0
1009;-11.0;-143.0;401.0;1;0
1010;-107.0;-212.0;402.0;1;0
1011;-239.0;-31.0;403.0;1;0
1012;-221.0;-99.0;403.0;1;0
1013;-35.0;-123.0;403.0;1;0
1014;-208.0;-215.0;403.0;1;0
1015;-47.0;-219.0;403.0;1;0
1016;-210.0;-252.0;403.0;1;0
1017;-290.0;-141.0;404.0;1;0
1018;-215.0;-294.0;404.0;1;0
1019;-177.0;-133.0;405.0;1;0
1020;-311.0;-184.0;405.0;1;0
1021;-188.0;-28.0;406.0;1;0
1022;-93.0;-250.0;406.0;1;0
1023;-125.0;-262.0;406.0;1;0
1024;-252.0;-80.0;407.0;1;0
1025;-312.0;-96.0;407.0;1;0
1026;-228.0;-175.0;407.0;1;0
1027;-215.0;-240.0;407.0;1;0
1028;-30.0;-34.0;408.0;1;0
1029;-60.0;-178.0;408.0;1;0
1030;-29.0;-133.0;409.0;1;0
1031;-127.0;-220.0;409.0;1;0
1032;-312.0;-28.0;410.0;1;0
1033;-313.0;-43.0;410.0;1;0
1034;-247.0;-245.0;410.0;1;0
1035;-137.0;-189.0;411.0;1;0
1036;-91.0;-59.0;412.0;1;0
1037;-163.0;-97.0;412.0;1;0
1038;-248.0;-189.0;412.0;1;0
1039;-73.0;-209.0;412.0;1;0
1040;-183.0;-140.0;413.0;1;0
1041;-225.0;-165.0;413.0;1;0
1042;-30.0;-34.0;414.0;1;0
1043;-14.0;-138.0;414.0;1;0
1044;-163.0;-264.0;414.0;1;0
1045;-151.0;-196.0;415.0;1;0
1046;-131.0;-198.0;415.0;1;0
1047;-266.0;-36.0;416.0;1;0
1048;-74.0;-75.0;416.0;1;0
1049;-211.0;-40.0;417.0;1;0
1050;-305.0;-117.0;417.0;1;0
1051;-156.0;-269.0;417.0;1;0
1052;-130.0;-293.0;417.0;1;0
1053;-168.0;-85.0;418.0;1;0
1054;-193.0;-288.0;418.0;1;0
1055;-30.0;-28.0;420.0;1;0
1056;-79.0;-293.0;420.0;1;0
1057;-116.0;-92.0;421.0;1;0
1058;-91.0;-143.0;421.0;1;0
1059;-49.0;-236.0;421.0;1;0
1060;-159.0;-257.0;421.0;1;0
1061;-89.0;-282.0;421.0;1;0
1062;-280.0;-115.0;422.0;1;0
1063;-229.0;-45.0;423.0;1;0
1064;-133.0;-66.0;423.0;1;0
1065;-193.0;-83.0;423.0;1;0
1066;-88.0;-170.0;423.0;1;0
1067;-276.0;-232.0;423.0;1;0
1068;-133.0;-181.0;424.0;1;0
1069;-117.0;-42.0;425.0;1;0
1070;-86.0;-182.0;425.0;1;0
1071;-192.0;-185.0;425.0;1;0
1072;-139.0;-32.0;426.0;1;0
1073;-314.0;-145.0;426.0;1;0
1074;-70.0;-291.0;426.0;1;0
1075;-256.0;-56.0;427.0;1;0
1076;-145.0;-293.0;427.0;1;0
1077;-170.0;-66.0;428.0;1;0
1078;-113.0;-45.0;429.0;1;0
1079;-313.0;-160.0;429.0;1;0
1080;-313.0;-199.0;429.0;1;0
1081;-261.0;-290.0;429.0;1;0
1082;-87.0;-292.0;429.0;1;0
1083;-7.0;-30.0;430.0;1;0
1084;-160.0;-89.0;430.0;1;0
1085;-232.0;-112.0;430.0;1;0
1086;-267.0;-29.0;431.0;1;0
1087;-205.0;-61.0;431.0;1;0
1088;-234.0;-63.0;431.0;1;0
1089;-49.0;-91.0;431.0;1;0
1090;-270.0;-293.0;431.0;1;0
1091;-97.0;-29.0;432.0;1;0
1092;-143.0;-101.0;432.0;1;0
1093;-53.0;-120.0;432.0;1;0
1094;-120.0;-145.0;432.0;1;0
1095;-62.0;-290.0;432.0;1;0
1096;-314.0;-290.0;432.0;1;0
1097;-252.0;-28.0;433.0;1;0
1098;-120.0;-170.0;433.0;1;0
1099;-150.0;-107.0;434.0;1;0
1100;-35.0;-207.0;434.0;1;0
1101;-8.0;-292.0;435.0;1;0
1102;-73.0;-293.0;435.0;1;0
1103;-113.0;-158.0;436.0;1;0
1104;-241.0;-291.0;436.0;1;0
1105;-243.0;-109.0;437.0;1;0
1106;-232.0;-151.0;438.0;1;0
1107;-180.0;-259.0;438.0;1;0
1108;-314.0;-121.0;439.0;1;0
1109;-153.0;-220.0;439.0;1;0
1110;-314.0;-283.0;439.0;1;0
1111;-284.0;-286.0;440.0;1;0
1112;-113.0;-293.0;440.0;1;0
1113;-234.0;-293.0;440.0;1;0
1114;-41.0;-97.0;441.0;1;0
1115;-308.0;-274.0;441.0;1;0
1116;-12.0;-92.0;442.0;1;0
1117;-128.0;-153.0;443.0;1;0
1118;-310.0;-168.0;443.0;1;0
1119;-260.0;-293.0;443.0;1;0
1120;-188.0;-49.0;444.0;1;0
1121;-86.0;-162.0;444.0;1;0
1122;-64.0;-119.0;445.0;1;0
1123;-133.0;-147.0;445.0;1;0
1124;-202.0;-155.0;445.0;1;0
1125;-171.0;-203.0;445.0;1;0
1126;-120.0;-205.0;445.0;1;0
1127;-275.0;-151.0;446.0;1;0
1128;-277.0;-132.0;447.0;1;0
1129;-124.0;-292.0;447.0;1;0
1130;-260.0;-87.0;448.0;1;0
1131;-280.0;-213.0;448.0;1;0
1132;-89.0;-61.0;449.0;1;0
1133;-313.0;-165.0;449.0;1;0
1134;-217.0;-292.0;449.0;1;0
1135;-315.0;-60.0;450.0;1;0
1136;-175.0;-86.0;450.0;1;0
1137;-313.0;-103.0;450.0;1;0
1138;-11.0;-222.0;450.0;1;0
1139;-106.0;-227.0;450.0;1;0
1140;-93.0;-86.0;451.0;1;0
1141;-203.0;-109.0;451.0;1;0
1142;-157.0;-33.0;452.0;1;0
1143;-155.0;-111.0;452.0;1;0
1144;-28.0;-37.0;453.0;1;0
1145;-313.0;-206.0;453.0;1;0
1146;-243.0;-224.0;453.0;1;0
1147;-313.0;-265.0;453.0;1;0
1148;-48.0;-52.0;454.0;1;0
1149;-7.0;-149.0;454.0;1;0
1150;-263.0;-157.0;454.0;1;0
1151;-312.0;-243.0;454.0;1;0
1152;-95.0;-127.0;455.0;1;0
1153;-52.0;-128.0;455.0;1;0
1154;-290.0;-170.0;455.0;1;0
1155;-57.0;-206.0;455.0;1;0
1156;-312.0;-217.0;455.0;1;0
1157;-21.0;-227.0;455.0;1;0
1158;-127.0;-30.0;457.0;1;0
1159;-314.0;-94.0;457.0;1;0
1160;-144.0;-217.0;457.0;1;0
1161;-313.0;-29.0;460.0;1;0
1162;-174.0;-118.0;460.0;1;0
1163;-42.0;-291.0;460.0;1;0
1164;-75.0;-291.0;460.0;1;0
1165;-165.0;-246.0;461.0;1;0
1166;-277.0;-32.0;462.0;1;0
1167;-7.0;-203.0;462.0;1;0
1168;-163.0;-293.0;462.0;1;0
1169;-193.0;-118.0;463.0;1;0
1170;-18.0;-126.0;464.0;1;0
1171;-271.0;-171.0;464.0;1;0
1172;-186.0;-201.0;464.0;1;0
1173;-184.0;-244.0;464.0;1;0
1174;-313.0;-222.0;465.0;1;0
1175;-313.0;-161.0;466.0;1;0
1176;-69.0;-295.0;466.0;1;0
1177;-61.0;-52.0;467.0;1;0
1178;-171.0;-140.0;467.0;1;0
1179;-107.0;-146.0;467.0;1;0
1180;-124.0;-213.0;467.0;1;0
1181;-7.0;-187.0;468.0;1;0
1182;-107.0;-251.0;468.0;1;0
1183;-32.0;-293.0;468.0;1;0
1184;-277.0;-115.0;469.0;1;0
1185;-73.0;-210.0;469.0;1;0
1186;-192.0;-111.0;470.0;1;0
1187;-53.0;-139.0;470.0;1;0
1188;-45.0;-148.0;472.0;1;0
1189;-162.0;-190.0;472.0;1;0
1190;-153.0;-199.0;472.0;1;0
1191;-202.0;-208.0;472.0;1;0
1192;-101.0;-288.0;472.0;1;0
1193;-15.0;-293.0;473.0;1;0
1194;-202.0;-114.0;474.0;1;0
1195;-229.0;-170.0;474.0;1;0
1196;-270.0;-186.0;474.0;1;0
1197;-149.0;-244.0;474.0;1;0
1198;-119.0;-258.0;474.0;1;0
1199;-311.0;-52.0;475.0;1;0
1200;-203.0;-89.0;475.0;1;0
1201;-212.0;-122.0;475.0;1;0
1202;-11.0;-169.0;475.0;1;0
1203;-275.0;-177.0;475.0;1;0
1204;-226.0;-43.0;476.0;1;0
1205;-50.0;-166.0;476.0;1;0
1206;-206.0;-98.0;477.0;1;0
1207;-88.0;-79.0;478.0;1;0
1208;-26.0;-118.0;478.0;1;0
1209;-168.0;-159.0;478.0;1;0
1210;-312.0;-225.0;478.0;1;0
1211;-298.0;-291.0;478.0;1;0
1212;-220.0;-50.0;479.0;1;0
1213;-315.0;-170.0;479.0;1;0
1214;-33.0;-285.0;479.0;1;0
1215;-173.0;-293.0;479.0;1;0
1216;-7.0;-32.0;480.0;1;0
1217;-239.0;-44.0;480.0;1;0
1218;-8.0;-134.0;480.0;1;0
1219;-44.0;-192.0;480.0;1;0
1220;-244.0;-287.0;481.0;1;0
1221;-314.0;-213.0;482.0;1;0
1222;-207.0;-282.0;482.0;1;0
1223;-217.0;-231.0;483.0;1;0
1224;-183.0;-104.0;484.0;1;0
1225;-66.0;-229.0;484.0;1;0
1226;-11.0;-50.0;485.0;1;0
1227;-312.0;-133.0;485.0;1;0
1228;-204.0;-288.0;485.0;1;0
1229;-132.0;-294.0;485.0;1;0
1230;-107.0;-182.0;486.0;1;0
1231;-302.0;-40.0;487.0;1;0
1232;-23.0;-190.0;487.0;1;0
1233;-15.0;-288.0;487.0;1;0
1234;-42.0;-292.0;487.0;1;0
1235;-268.0;-111.0;488.0;1;0
1236;-183.0;-155.0;488.0;1;0
1237;-177.0;-28.0;489.0;1;0
1238;-294.0;-54.0;489.0;1;0
1239;-44.0;-61.0;489.0;1;0
1240;-211.0;-150.0;489.0;1;0
1241;-243.0;-103.0;490.0;1;0
1242;-184.0;-259.0;490.0;1;0
1243;-147.0;-30.0;491.0;1;0
1244;-212.0;-198.0;491.0;1;0
1245;-217.0;-27.0;492.0;1;0
1246;-278.0;-207.0;492.0;1;0
1247;-131.0;-55.0;493.0;1;0
1248;-142.0;-178.0;493.0;1;0
1249;-202.0;-27.0;494.0;1;0
1250;-190.0;-87.0;494.0;1;0
1251;-90.0;-291.0;494.0;1;0
1252;-25.0;-292.0;494.0;1;0
1253;-178.0;-174.0;495.0;1;0
1254;-164.0;-180.0;495.0;1;0
1255;-226.0;-35.0;496.0;1;0
1256;-313.0;-184.0;496.0;1;0
1257;-89.0;-237.0;496.0;1;0
1258;-311.0;-30.0;497.0;1;0
1259;-57.0;-52.0;497.0;1;0
1260;-137.0;-124.0;497.0;1;0
1261;-10.0;-151.0;497.0;1;0
1262;-142.0;-30.0;498.0;1;0
1263;-221.0;-56.0;498.0;1;0
1264;-159.0;-109.0;498.0;1;0
1265;-110.0;-237.0;498.0;1;0
1266;-315.0;-69.0;499.0;1;0
1267;-7.0;-250.0;500.0;1;0
1268;-232.0;-293.0;500.0;1;0
1269;-205.0;-189.0;501.0;1;0
1270;-298.0;-219.0;501.0;1;0
1271;-9.0;-57.0;502.0;1;0
1272;-315.0;-114.0;502.0;1;0
1273;-274.0;-293.0;502.0;1;0
1274;-289.0;-37.0;504.0;1;0
1275;-307.0;-49.0;504.0;1;0
1276;-289.0;-77.0;504.0;1;0
1277;-194.0;-101.0;504.0;1;0
1278;-47.0;-145.0;504.0;1;0
1279;-266.0;-29.0;505.0;1;0
1280;-122.0;-75.0;505.0;1;0
1281;-193.0;-88.0;505.0;1;0
1282;-98.0;-197.0;505.0;1;0
1283;-8.0;-85.0;506.0;1;0
1284;-67.0;-130.0;506.0;1;0
1285;-123.0;-152.0;506.0;1;0
1286;-143.0;-203.0;506.0;1;0
1287;-167.0;-287.0;507.0;1;0
1288;-20.0;-292.0;507.0;1;0
1289;-54.0;-126.0;508.0;1;0
1290;-222.0;-126.0;509.0;1;0
1291;-313.0;-189.0;509.0;1;0
1292;-18.0;-199.0;509.0;1;0
1293;-299.0;-232.0;509.0;1;0
1294;-178.0;-293.0;509.0;1;0
1295;-66.0;-34.0;510.0;1;0
1296;-289.0;-100.0;511.0;1;0
1297;-66.0;-111.0;511.0;1;0
1298;-308.0;-126.0;511.0;1;0
1299;-159.0;-195.0;511.0;1;0
1300;-96.0;-294.0;511.0;1;0
1301;-63.0;-126.0;512.0;1;0
1302;-7.0;-55.0;513.0;1;0
1303;-20.0;-71.0;513.0;1;0
1304;-136.0;-91.0;513.0;1;0
1305;-308.0;-102.0;513.0;1;0
1306;-251.0;-115.0;513.0;1;0
1307;-235.0;-128.0;513.0;1;0
1308;-305.0;-255.0;513.0;1;0
1309;-312.0;-185.0;514.0;1;0
1310;-210.0;-223.0;514.0;1;0
1311;-260.0;-43.0;515.0;1;0
1312;-48.0;-184.0;515.0;1;0
1313;-20.0;-199.0;515.0;1;0
1314;-177.0;-201.0;515.0;1;0
1315;-77.0;-38.0;517.0;1;0
1316;-37.0;-51.0;519.0;1;0
1317;-6.0;-126.0;519.0;1;0
1318;-198.0;-174.0;519.0;1;0
1319;-9.0;-273.0;519.0;1;0
1320;-258.0;-31.0;520.0;1;0
1321;-272.0;-251.0;520.0;1;0
1322;-246.0;-162.0;521.0;1;0
1323;-58.0;-169.0;521.0;1;0
1324;-293.0;-223.0;521.0;1;0
1325;-269.0;-238.0;521.0;1;0
1326;-136.0;-290.0;521.0;1;0
1327;-229.0;-170.0;523.0;1;0
1328;-13.0;-286.0;523.0;1;0
1329;-82.0;-53.0;524.0;1;0
1330;-19.0;-174.0;524.0;1;0
1331;-77.0;-294.0;525.0;1;0
1332;-135.0;-43.0;526.0;1;0
1333;-310.0;-60.0;526.0;1;0
1334;-239.0;-173.0;526.0;1;0
1335;-240.0;-245.0;526.0;1;0
1336;-122.0;-34.0;527.0;1;0
1337;-222.0;-96.0;527.0;1;0
1338;-151.0;-215.0;527.0;1;0
1339;-170.0;-31.0;528.0;1;0
1340;-224.0;-127.0;528.0;1;0
1341;-56.0;-291.0;529.0;1;0
1342;-188.0;-291.0;529.0;1;0
1343;-315.0;-42.0;531.0;1;0
1344;-311.0;-128.0;531.0;1;0
1345;-314.0;-169.0;531.0;1;0
1346;-73.0;-239.0;531.0;1;0
1347;-99.0;-201.0;532.0;1;0
1348;-221.0;-289.0;532.0;1;0
1349;-314.0;-109.0;533.0;1;0
1350;-258.0;-76.0;534.0;1;0
1351;-227.0;-292.0;534.0;1;0
1352;-149.0;-197.0;535.0;1;0
1353;-163.0;-28.0;537.0;1;0
1354;-194.0;-121.0;537.0;1;0
1355;-28.0;-153.0;537.0;1;0
1356;-186.0;-29.0;538.0;1;0
1357;-197.0;-266.0;538.0;1;0
1358;-14.0;-29.0;539.0;1;0
1359;-315.0;-248.0;539.0;1;0
1360;-286.0;-287.0;539.0;1;0
1361;-312.0;-77.0;540.0;1;0
1362;-70.0;-90.0;540.0;1;0
1363;-91.0;-102.0;540.0;1;0
1364;-203.0;-165.0;540.0;1;0
1365;-282.0;-196.0;540.0;1;0
1366;-314.0;-222.0;540.0;1;0
1367;-154.0;-95.0;541.0;1;0
1368;-48.0;-293.0;541.0;1;0
1369;-113.0;-286.0;542.0;1;0
1370;-137.0;-30.0;543.0;1;0
1371;-165.0;-91.0;543.0;1;0
1372;-28.0;-293.0;543.0;1;0
1373;-266.0;-294.0;543.0;1;0
1374;-236.0;-149.0;544.0;1;0
1375;-313.0;-156.0;544.0;1;0
