id;node1id;node2id;length;distance;curveness;volume;avgCrossSection;minRadiusAvg;minRadiusStd;avgRadiusAvg;avgRadiusStd;maxRadiusAvg;maxRadiusStd;roundnessAvg;roundnessStd;node1_degree;node2_degree;num_voxels;hasNodeAtSampleBorder
379;379;1964;12.8935;12.4722;1.03378;58;4.49838;0.833748;0.171119;1.48636;0.161644;2.01208;0.335574;0.428602;0.127969;1;3;10;0
380;380;1964;13.294;13.0341;1.01994;70;5.26553;0.924701;0.187733;1.60958;0.187159;2.21254;0.373226;0.432069;0.128614;1;3;9;0
381;381;1985;9.59838;9.11043;1.05356;74;7.70963;1.05107;0.2128;1.91009;0.686199;2.76485;1.60207;0.475361;0.213162;1;3;6;0
382;382;1965;28.976;26.6833;1.08592;255;8.80039;1.19031;0.347806;1.83947;0.662582;2.45023;1.23049;0.541173;0.202224;1;3;25;0
383;383;2001;19.0434;18.8149;1.01215;617;32.3996;2.57503;0.187406;3.30045;0.12265;3.97697;0.244734;0.64961;0.0594484;1;3;15;0
384;384;1973;23.7447;23.3;1.01909;220;9.26523;1.29437;0.167105;1.85628;0.129962;2.28637;0.226225;0.571372;0.0931437;1;3;19;0
385;385;2011;26.6595;23.9583;1.11274;289;10.8404;1.30612;0.233668;2.02949;0.39763;2.72651;0.927451;0.527852;0.160413;1;3;21;0
386;386;1953;21.2918;21.1791;1.00532;695;32.6417;2.76411;0.151028;3.33322;0.111207;3.89867;0.29484;0.712651;0.0622088;1;3;15;0
387;387;2015;29.3731;29.1376;1.00808;293;9.97512;1.43745;0.167441;1.94764;0.227194;2.47065;0.605138;0.599008;0.0998321;1;3;22;0
388;388;1971;7.6629;7.54983;1.01498;43;5.61145;0.944845;0.399419;1.73044;0.155757;2.51802;0.471729;0.376366;0.163429;1;3;4;0
389;389;1890;34.692;34.4819;1.00609;1432;41.2775;3.26784;0.191841;3.70476;0.0693439;4.12423;0.125969;0.793005;0.050893;1;3;32;0
390;390;1986;6.23774;6.08276;1.02548;25;4.00786;0.588738;0.118324;1.42272;0.11793;1.93663;0.181543;0.309669;0.0856759;1;3;5;0
391;391;2032;14.6087;14.3549;1.01768;72;4.92858;0.76554;0.226743;1.53401;0.193499;2.12139;0.499255;0.374118;0.132584;1;3;10;0
392;392;1824;63.1046;58.4114;1.08035;478;7.57472;1.15158;0.344221;1.74375;0.352105;2.34677;0.890495;0.523228;0.184105;1;3;54;0
393;393;2013;28.4484;27.0;1.05364;229;8.04968;1.12091;0.356113;1.87215;0.518965;2.64162;1.21688;0.481705;0.217756;1;3;25;0
394;394;2036;23.578;22.1359;1.06515;298;12.6389;1.51226;0.135264;2.23557;0.819864;3.11557;1.76197;0.571139;0.168945;1;3;18;0
395;395;1967;14.6858;14.3372;1.02432;69;4.6984;0.95175;0.142986;1.55159;0.125127;2.05028;0.274468;0.469971;0.0873883;1;3;10;0
396;396;1953;16.1559;15.85;1.0193;281;17.3931;1.79498;0.164839;2.39625;0.307363;3.06868;0.622319;0.598946;0.0836863;1;3;12;0
397;397;2019;8.86925;8.81287;1.0064;50;5.63745;0.828202;0.241456;1.60717;0.300427;2.26495;0.58534;0.378891;0.106924;1;3;6;0
398;398;1994;27.6079;27.0;1.02251;238;8.62072;1.33337;0.297059;1.72393;0.183677;2.1343;0.439947;0.647469;0.17911;1;3;26;0
399;399;2006;31.0799;27.5862;1.12665;306;9.8456;1.21032;0.286844;1.95147;0.65027;2.73119;1.59716;0.499446;0.157036;1;3;26;0
400;400;2007;12.5007;12.3288;1.01394;66;5.27968;0.918753;0.207272;1.58685;0.344747;2.16054;0.818081;0.467211;0.160904;1;3;9;0
401;401;2034;23.824;23.1733;1.02808;229;9.61216;1.35091;0.193121;1.86486;0.275399;2.3403;0.640587;0.601434;0.123066;1;3;21;0
402;402;2011;7.98894;7.81025;1.02288;80;10.0138;1.36997;0.153668;2.04649;0.231147;2.64031;0.386707;0.524835;0.0662615;1;3;5;0
403;403;1993;22.207;21.5767;1.02921;482;21.7049;2.03976;0.299684;2.70224;0.17162;3.34347;0.281577;0.617117;0.119984;1;3;19;0
404;404;1987;51.0462;46.3681;1.10089;446;8.73718;1.18214;0.319792;1.87878;0.580645;2.53423;1.26185;0.507501;0.158168;1;3;43;0
405;405;2004;8.11031;8.06226;1.00596;47;5.79509;0.741897;0.111577;1.57436;0.280539;2.17045;0.567657;0.358994;0.0887261;1;3;6;0
406;406;1992;6.93993;6.82317;1.01711;30;4.32281;0.948812;0.152585;1.44719;0.160542;1.81867;0.21983;0.530392;0.112987;1;3;4;0
407;407;1984;12.881;12.8062;1.00584;60;4.65803;1.27797;0.230744;1.5887;0.1243;1.98005;0.485598;0.679004;0.202635;1;3;7;0
408;408;2046;15.023;14.5602;1.03178;86;5.72455;0.826896;0.123685;1.55838;0.384087;2.08707;0.776758;0.430194;0.112246;1;3;11;0
409;409;2026;12.2904;12.2338;1.00462;55;4.47505;0.715676;0.126429;1.45683;0.134623;2.03951;0.289965;0.35843;0.0853872;1;3;10;0
410;410;2043;48.267;34.322;1.4063;532;11.022;1.23827;0.210951;2.08411;0.609496;2.96182;1.34098;0.465424;0.137611;1;3;39;0
411;411;1994;8.34839;7.87401;1.06025;37;4.43199;0.850994;0.0755617;1.456;0.124651;1.93835;0.284416;0.449873;0.081611;1;3;6;0
412;412;1924;35.2598;33.3167;1.05832;524;14.8611;1.73422;0.160993;2.29046;0.259832;2.83621;0.551224;0.627082;0.0963668;1;3;30;0
413;413;2026;7.21379;7.18796;1.00359;41;5.68356;0.764911;0.030267;1.67312;0.34248;2.35001;0.820702;0.357352;0.0945767;1;3;5;0
414;414;2031;10.7762;10.5515;1.0213;98;9.09413;1.38943;0.120062;1.8759;0.169365;2.339;0.363167;0.608214;0.107765;1;3;8;0
415;415;1947;24.5211;24.0624;1.01906;215;8.76796;1.31629;0.292302;1.80478;0.112435;2.22746;0.200953;0.599837;0.148126;1;3;22;0
416;416;1921;50.107;47.55;1.05378;423;8.44194;1.24526;0.290531;1.93292;0.605128;2.60802;1.44358;0.540453;0.161155;1;3;39;0
417;417;2028;27.4868;24.2693;1.13257;225;8.18575;1.07636;0.38763;2.02217;0.675569;3.05373;1.81336;0.428331;0.193019;1;3;21;0
418;418;2067;25.6874;23.3666;1.09932;252;9.81026;1.27971;0.270154;2.08445;0.496882;2.95421;1.29882;0.503118;0.185275;1;3;20;0
419;419;2008;14.7178;14.0357;1.0486;73;4.95999;0.948206;0.226103;1.47699;0.150918;1.90686;0.268346;0.512643;0.17686;1;3;11;0
420;420;2034;30.4629;28.0891;1.08451;253;8.30517;1.0533;0.341799;1.86884;0.743434;2.65768;1.53048;0.442727;0.151311;1;3;25;0
421;421;1977;23.1147;22.8692;1.01073;223;9.64756;1.3935;0.185545;1.91622;0.108509;2.29073;0.218902;0.615988;0.102826;1;3;16;0
422;422;2007;17.2914;17.1172;1.01017;85;4.91574;1.10122;0.252908;1.54856;0.130719;1.95379;0.360685;0.573144;0.137817;1;3;11;0
423;423;2004;9.62223;9.43398;1.01995;43;4.46882;1.01681;0.207794;1.45047;0.116586;1.84476;0.235496;0.568955;0.184264;1;3;7;0
424;424;1993;18.4737;18.1628;1.01712;190;10.2849;1.42102;0.151181;2.01017;0.142879;2.56723;0.417853;0.56256;0.0802615;1;3;13;0
425;425;1978;26.7906;26.3059;1.01843;259;9.66756;1.46843;0.134379;1.9409;0.147534;2.4347;0.27559;0.609858;0.0839864;1;3;21;0
426;426;2027;13.1193;12.9615;1.01218;123;9.37551;1.29927;0.143028;1.90525;0.270564;2.44753;0.701012;0.558408;0.112937;1;3;9;0
427;427;2016;16.234;16.0312;1.01265;152;9.36306;1.43821;0.134879;1.96764;0.239971;2.50428;0.61748;0.599001;0.120942;1;3;10;0
428;428;2062;21.2886;21.0555;1.01107;105;4.93222;0.798923;0.250791;1.57148;0.228773;2.11286;0.645755;0.394085;0.140876;1;3;14;0
429;429;2054;13.516;13.1529;1.0276;70;5.17904;0.878038;0.295899;1.56602;0.226327;2.08688;0.556328;0.440053;0.170142;1;3;9;0
430;430;2044;7.85395;7.80312;1.00651;48;6.11158;0.765997;0.0261638;1.71289;0.343004;2.69048;0.921019;0.317262;0.0968455;1;3;5;0
431;431;2069;44.3998;40.3733;1.09973;484;10.901;1.30777;0.235426;2.17346;0.907737;3.04447;1.94698;0.503186;0.157528;1;3;35;0
432;432;2062;32.4627;30.9623;1.04846;162;4.99034;0.836995;0.20559;1.48184;0.310737;1.99699;0.732467;0.445974;0.140039;1;3;25;0
433;433;2016;10.9028;10.7703;1.0123;53;4.86113;1.04427;0.239935;1.5588;0.15491;2.05993;0.412821;0.510173;0.0879137;1;3;7;0
434;434;2044;9.44753;9.15909;1.03149;47;4.97484;0.782921;0.175737;1.52607;0.215656;2.20749;0.510761;0.361369;0.0764775;1;3;7;0
435;435;2023;10.1735;10.0664;1.01063;52;5.11133;1.35771;0.168497;1.66195;0.0649321;2.2551;0.242273;0.611136;0.113077;1;3;5;0
436;436;2032;12.7849;12.3516;1.03508;78;6.10096;0.809721;0.139923;1.84954;0.35299;2.82186;0.744526;0.313971;0.113027;1;3;9;0
437;437;2038;8.84478;8.60233;1.02818;48;5.42693;0.746033;0.123939;1.58456;0.241154;2.18365;0.389789;0.352646;0.0812144;1;3;7;0
438;438;2018;10.1588;10.0111;1.01475;47;4.62654;0.87719;0.187592;1.44871;0.146645;1.91718;0.264748;0.471652;0.143716;1;3;8;0
439;439;2042;12.3967;12.0831;1.02596;110;8.87334;1.2039;0.237584;1.89904;0.189615;2.43857;0.410926;0.513024;0.137977;1;3;8;0
440;440;2033;20.9604;20.7364;1.0108;106;5.05715;0.975451;0.281411;1.57134;0.185451;2.05006;0.463728;0.489992;0.150308;1;3;14;0
441;441;2023;11.1584;11.0755;1.00748;110;9.85806;1.47209;0.211235;1.9494;0.148619;2.37208;0.395953;0.637116;0.131418;1;3;8;0
442;442;2045;14.4359;14.0712;1.02592;69;4.77974;0.858715;0.117905;1.44493;0.19428;1.90432;0.437378;0.472759;0.116789;1;3;12;0
443;443;2084;20.1419;19.3391;1.04151;205;10.1778;1.37787;0.132;1.92244;0.146009;2.44977;0.283256;0.568708;0.0759849;1;3;16;0
444;444;2047;11.4145;11.225;1.01689;51;4.46798;0.696039;0.151317;1.4321;0.186657;1.97231;0.362127;0.36722;0.121729;1;3;10;0
445;445;2024;41.4275;38.2924;1.08187;390;9.41403;1.28767;0.237538;1.9156;0.342955;2.50487;0.789322;0.54063;0.135236;1;4;34;0
446;446;2076;11.6992;11.3578;1.03005;57;4.87214;1.03434;0.158886;1.47929;0.197698;1.96219;0.380764;0.543806;0.124389;1;3;9;0
447;447;2036;18.4602;18.3848;1.0041;181;9.80489;1.39763;0.16805;1.94165;0.180549;2.38506;0.466954;0.602977;0.114425;1;3;14;0
448;448;2144;41.9192;38.7212;1.08259;336;8.01542;1.20012;0.368141;1.80561;0.425966;2.41935;0.987741;0.529855;0.173435;1;3;32;0
449;449;1891;64.3798;63.582;1.01255;1418;22.0255;2.16092;0.230457;2.76768;0.110424;3.42056;0.202536;0.634735;0.0819963;1;3;56;0
450;450;2063;10.9441;10.7238;1.02055;62;5.66514;1.02032;0.222662;1.59211;0.185163;2.05443;0.327377;0.507605;0.128646;1;3;8;0
451;451;2031;19.5805;18.2848;1.07086;188;9.60141;1.47646;0.134751;1.93635;0.102116;2.42251;0.222277;0.615914;0.0841762;1;3;14;0
452;452;2024;22.8788;22.693;1.00819;113;4.93906;0.914609;0.254344;1.55401;0.203542;2.02334;0.471796;0.469705;0.157601;1;4;14;0
453;453;2133;34.3332;30.7192;1.11765;273;7.95148;1.2108;0.240039;1.85188;0.601674;2.534;1.33232;0.544207;0.181701;1;3;26;0
454;454;2076;42.1519;37.7624;1.11624;284;6.73754;1.01753;0.254683;1.67681;0.379162;2.21725;0.7848;0.486609;0.138247;1;3;35;0
455;455;2092;22.7566;22.3159;1.01975;216;9.49175;1.37736;0.129194;1.90003;0.14283;2.4043;0.323306;0.581671;0.0897399;1;3;18;0
456;456;2107;29.5157;26.032;1.13382;283;9.58812;1.43444;0.184154;2.03435;0.319987;2.66926;0.87641;0.579091;0.145332;1;3;20;0
457;457;2030;15.8687;15.0;1.05791;134;8.44431;1.19828;0.259018;1.80588;0.074314;2.31808;0.194286;0.525645;0.142251;1;3;13;0
458;458;2054;25.5233;23.4094;1.0903;224;8.7763;1.25178;0.287126;1.95911;0.490852;2.63641;1.13169;0.531752;0.175808;1;3;19;0
459;459;2061;29.4814;29.0689;1.01419;279;9.4636;1.31468;0.298659;1.89938;0.154136;2.38349;0.418413;0.568607;0.156387;1;3;22;0
460;460;2064;10.7804;10.3441;1.04218;53;4.91633;0.859288;0.235317;1.44847;0.165494;1.92723;0.253238;0.451061;0.127359;1;3;9;0
461;461;2051;12.6133;12.1244;1.04033;54;4.28119;0.84447;0.190836;1.44554;0.128554;1.92849;0.228046;0.44774;0.126351;1;3;10;0
462;462;2080;16.3381;16.1245;1.01325;142;8.69134;1.3144;0.226484;1.83049;0.126313;2.30057;0.285427;0.583152;0.142543;1;3;13;0
463;463;2079;19.2032;18.868;1.01777;562;29.2659;2.42862;0.620794;3.1552;0.823392;3.98015;1.02152;0.620037;0.0954095;1;3;15;0
464;464;2080;7.63054;7.52773;1.01366;44;5.7663;0.877665;0.175705;1.81948;0.464832;2.6715;1.07519;0.377227;0.153877;1;3;4;0
465;465;2035;16.4739;16.3095;1.01008;154;9.34812;1.36159;0.127565;1.88711;0.0948036;2.30661;0.199108;0.592926;0.0620796;1;3;13;0
466;466;2104;14.2642;13.9603;1.02177;74;5.18783;0.801094;0.0791253;1.59986;0.159927;2.15571;0.349576;0.376846;0.0482979;1;3;10;0
467;467;2047;13.431;13.0767;1.0271;57;4.24391;0.880419;0.12281;1.42461;0.18492;1.94878;0.431104;0.468825;0.104005;1;3;11;0
468;468;1974;42.0134;37.9737;1.10638;300;7.14058;1.12886;0.343821;1.72663;0.330183;2.29091;0.757418;0.516577;0.175795;1;3;36;0
469;469;2071;10.8889;10.6771;1.01984;52;4.7755;0.770018;0.211745;1.5501;0.200528;2.10268;0.417336;0.376694;0.103671;1;3;7;0
470;470;2126;23.9075;23.5372;1.01573;226;9.4531;1.42094;0.145701;1.89088;0.0793513;2.30163;0.200394;0.62308;0.0906347;1;3;18;0
471;471;2060;8.83706;8.30662;1.06386;98;11.0897;1.34696;0.186773;1.94349;0.305527;2.45643;0.71686;0.574481;0.115663;1;3;7;0
472;472;2090;9.00449;8.94427;1.00673;87;9.66184;1.40018;0.149236;1.88668;0.189221;2.44103;0.56123;0.604602;0.150945;1;3;7;0
473;473;2102;6.99205;6.80686;1.02721;39;5.57776;0.622307;0.169676;1.66518;0.445432;2.43506;0.768744;0.270448;0.0739738;1;3;5;0
474;474;2035;30.5653;28.8039;1.06115;361;11.8108;1.43936;0.158079;2.27505;1.09875;3.12793;2.34318;0.568077;0.160824;1;3;23;0
475;475;2082;8.36941;8.15306;1.02654;86;10.2755;1.29272;0.200106;2.02227;0.240137;2.72373;0.481425;0.482698;0.0876495;1;3;5;0
476;476;2105;17.3766;16.2754;1.06766;161;9.26535;1.46573;0.132115;1.95856;0.0951549;2.42138;0.215121;0.609277;0.0714399;1;3;11;0
477;477;2091;10.9817;10.9392;1.00389;109;9.92556;1.30908;0.134641;2.02271;0.328038;2.6529;0.733339;0.525913;0.131165;1;3;6;0
478;478;2071;8.14921;8.12404;1.0031;43;5.27658;1.23671;0.25623;1.76825;0.235901;2.56027;0.652833;0.506653;0.156986;1;3;4;0
479;479;2030;29.9786;28.931;1.03621;228;7.60542;1.05469;0.37837;1.81606;0.482417;2.52882;1.19519;0.46067;0.183722;1;3;24;0
480;480;2121;16.5944;16.0935;1.03113;79;4.76063;0.725698;0.22631;1.55034;0.17433;2.08213;0.4089;0.357668;0.126137;1;3;11;0
481;481;1933;91.1744;86.0885;1.05908;3720;40.8009;3.05717;0.301104;3.73766;0.481001;4.44531;0.930011;0.703623;0.094892;1;3;70;0
482;482;2115;24.6619;23.0988;1.06767;301;12.2051;1.39307;0.213115;2.2021;1.00786;3.1141;2.14016;0.558011;0.180052;1;3;20;0
483;483;2182;37.0219;36.0694;1.02641;563;15.2072;1.73904;0.12864;2.30261;0.090456;2.74576;0.19896;0.637971;0.0755273;1;3;32;0
484;484;2072;37.295;34.4384;1.08295;316;8.47298;1.12857;0.305909;1.90921;0.619024;2.60533;1.47058;0.485283;0.164865;1;3;29;0
485;485;2084;8.79975;8.60233;1.02295;36;4.09102;1.03056;0.264704;1.47762;0.0162414;1.80447;0.157835;0.584524;0.203164;1;3;6;0
486;486;2085;15.6884;15.0997;1.03899;119;7.5852;1.15407;0.293277;1.76362;0.0961915;2.29446;0.269443;0.520993;0.183575;1;3;13;0
487;487;2138;18.2752;18.0278;1.01373;78;4.26808;0.752291;0.232583;1.50748;0.159376;2.04558;0.293363;0.373076;0.127299;1;3;14;0
488;488;2090;8.23504;8.12404;1.01366;80;9.71458;1.4737;0.0835343;1.93195;0.182185;2.44017;0.386211;0.620796;0.109435;1;3;6;0
489;489;2097;17.0;16.9115;1.00523;168;9.88235;1.38018;0.13508;1.91654;0.183037;2.41958;0.482875;0.584226;0.0903251;1;3;13;0
490;490;2108;29.2558;27.9285;1.04753;259;8.85294;1.23484;0.203903;1.87573;0.20101;2.44406;0.567628;0.528611;0.132947;1;3;25;0
491;491;2098;11.0022;10.7238;1.02596;45;4.09008;0.810722;0.123565;1.4023;0.0748603;1.84984;0.0921541;0.439421;0.0680629;1;3;8;0
492;492;2103;38.2228;37.3497;1.02338;418;10.9359;1.41143;0.546469;1.91306;0.644616;2.40493;0.926394;0.612546;0.168996;1;3;36;0
493;493;2025;44.677;42.4408;1.05269;727;16.2723;1.77152;0.16092;2.5065;0.508028;3.22704;1.28221;0.58914;0.113331;1;3;31;0
494;494;2021;88.3437;74.3483;1.18824;913;10.3346;1.34217;0.190386;1.97213;0.496054;2.57675;1.08287;0.566776;0.142615;1;3;75;0
495;495;2124;9.91387;9.27362;1.06904;52;5.24517;0.784836;0.237831;1.55234;0.380943;2.17158;0.760194;0.390014;0.160148;1;3;8;0
496;496;2148;29.4764;26.6458;1.10623;342;11.6025;1.40476;0.148019;2.13235;0.906328;2.9971;2.10673;0.572467;0.176315;1;3;24;0
497;497;2112;16.5056;16.3095;1.01203;73;4.42273;0.747882;0.159732;1.42529;0.181375;1.9476;0.309139;0.392747;0.10432;1;3;14;0
498;498;2100;8.22755;7.89515;1.0421;38;4.61863;0.867134;0.0875328;1.48132;0.164308;1.93648;0.370558;0.461731;0.0831817;1;3;5;0
499;499;2168;33.0896;30.1717;1.09671;287;8.67342;1.29798;0.274428;1.8786;0.2985;2.49016;0.732361;0.555704;0.159313;1;3;25;0
500;500;2104;9.9368;9.74109;1.02009;41;4.12607;0.813217;0.137616;1.47596;0.0819717;1.94511;0.147524;0.417799;0.0615493;1;3;6;0
501;501;2095;9.88911;9.84886;1.00409;44;4.44934;0.743735;0.0971651;1.55822;0.161828;2.08058;0.198406;0.359555;0.0547844;1;3;8;0
502;502;2110;29.2252;26.9382;1.0849;289;9.88872;1.30187;0.26747;2.00283;0.739425;2.80761;1.84918;0.55313;0.193436;1;3;25;0
503;503;2088;15.4233;15.1658;1.01698;77;4.99245;0.828565;0.141018;1.48889;0.219619;1.98504;0.454528;0.435257;0.112235;1;3;11;0
504;504;2137;26.1913;23.2522;1.1264;240;9.16333;1.40466;0.137719;1.97327;0.359696;2.63472;0.889567;0.575557;0.139526;1;3;19;0
505;505;2070;33.4785;27.9106;1.19949;310;9.25967;1.28706;0.537348;1.95057;0.699066;2.57114;1.20558;0.537785;0.187824;1;3;28;0
506;506;2088;26.6743;25.2389;1.05687;211;7.91024;1.18537;0.381814;1.84307;0.395587;2.4885;0.967057;0.515192;0.189852;1;3;21;0
507;507;2107;18.8498;17.8232;1.0576;174;9.23088;1.35045;0.12146;1.84781;0.104846;2.29149;0.206093;0.593682;0.0732691;1;3;15;0
508;508;2116;8.14331;8.06226;1.01005;85;10.438;1.37565;0.133176;1.93354;0.207491;2.49287;0.540492;0.56736;0.0864977;1;3;6;0
509;509;2069;19.1339;18.1384;1.05489;167;8.72796;1.3789;0.170325;1.7918;0.0988877;2.22723;0.196826;0.626393;0.109427;1;3;17;0
510;510;2139;28.6654;25.318;1.13222;330;11.5121;1.11614;0.394367;2.21727;0.923604;3.23722;1.93677;0.395719;0.179357;1;3;21;0
511;511;2067;56.9146;52.1792;1.09075;584;10.261;1.41479;0.19063;2.01778;0.535757;2.73359;1.4114;0.577266;0.148462;1;3;46;0
512;512;2135;17.8129;16.5126;1.07874;172;9.65593;1.25347;0.163638;1.89322;0.218203;2.47038;0.450751;0.522855;0.104876;1;3;14;0
513;513;2169;48.903;47.6025;1.02732;344;7.03433;0.876091;0.619849;1.60071;0.671874;2.17385;0.929017;0.404733;0.149351;1;3;44;0
514;514;2154;32.0043;28.7981;1.11133;266;8.31139;1.16059;0.293957;1.93406;0.503091;2.58501;1.08262;0.509525;0.201627;1;3;24;0
515;515;2134;7.37524;7.34847;1.00364;39;5.28796;0.942255;0.324836;1.75368;0.322225;2.5269;0.63332;0.365012;0.0480223;1;3;4;0
516;516;2156;39.3018;35.1884;1.1169;324;8.2439;1.15481;0.324311;1.84837;0.376766;2.49488;0.925657;0.495269;0.160575;1;3;31;0
517;517;2151;14.0639;13.9004;1.01176;124;8.81687;1.34458;0.13287;1.82468;0.166892;2.36108;0.446272;0.588713;0.122369;1;3;11;0
518;518;2161;21.1447;19.6723;1.07485;172;8.13442;1.20213;0.286824;2.11711;0.942287;3.292;2.39549;0.488669;0.203967;1;3;15;0
519;519;2120;42.126;37.3363;1.12828;412;9.78019;1.49625;0.158104;1.97143;0.179773;2.51963;0.514191;0.609818;0.0977615;1;3;33;0
520;520;2115;9.39577;9.33929;1.00605;44;4.68296;0.722137;0.128386;1.52842;0.12847;2.05578;0.219438;0.350654;0.0489546;1;3;6;0
521;521;2118;12.3524;12.083;1.0223;130;10.5242;1.47087;0.218763;2.02564;0.258586;2.66433;0.472011;0.563246;0.103468;1;3;9;0
522;522;2144;11.3128;10.8628;1.04143;119;10.519;1.20556;0.220664;2.02636;0.428644;2.63491;0.963912;0.509542;0.158463;1;3;7;0
523;523;2136;8.84273;8.7178;1.01433;47;5.3151;0.695711;0.100672;1.66137;0.335246;2.35501;0.925943;0.324305;0.090775;1;3;5;0
524;524;2116;10.3432;9.79796;1.05564;89;8.60472;1.25409;0.245471;1.84264;0.127707;2.38601;0.201594;0.526975;0.0996967;1;3;8;0
525;525;2175;12.4812;12.2066;1.0225;66;5.28796;0.722512;0.169155;1.53656;0.477268;2.13674;0.923989;0.373413;0.137241;1;3;11;0
526;526;2150;6.25018;6.16441;1.01391;30;4.79986;0.83137;0.0736761;1.62084;0.241701;2.33477;0.585317;0.371151;0.0643947;1;3;4;0
527;527;2172;35.7194;33.0303;1.08141;297;8.31481;1.19711;0.277749;1.95454;0.679499;2.76791;1.76272;0.513715;0.177435;1;3;26;0
528;528;2164;6.83441;6.75772;1.01135;40;5.85273;0.847694;0.101466;1.67373;0.353398;2.40718;0.766546;0.402414;0.161655;1;3;4;0
529;529;2155;6.04522;5.74456;1.05234;25;4.1355;0.778866;0.130231;1.4823;0.125988;1.9463;0.184891;0.409087;0.0984329;1;3;4;0
530;530;2128;13.3088;13.1783;1.00991;66;4.95913;1.22096;0.228399;1.53289;0.213778;1.8245;0.444794;0.705584;0.214065;1;3;8;0
531;531;2168;11.8165;11.6905;1.01079;63;5.33151;0.789984;0.145575;1.63779;0.360641;2.32532;0.837891;0.380479;0.135775;1;3;7;0
532;532;2166;10.1862;10.0499;1.01356;59;5.79217;0.803878;0.188278;1.61848;0.301681;2.23729;0.745688;0.389034;0.137342;1;3;7;0
533;533;2112;14.3263;13.9284;1.02857;55;3.83909;0.665534;0.157103;1.38177;0.078275;1.89171;0.0871218;0.353246;0.088438;1;3;12;0
534;534;2145;41.6265;37.855;1.09963;268;6.43821;1.06754;0.286696;1.63383;0.32582;2.19007;0.644109;0.50982;0.153507;1;3;36;0
535;535;2134;7.70751;7.68115;1.00343;31;4.02205;0.553471;0.0733997;1.41923;0.111035;1.94536;0.152805;0.287035;0.0515812;1;3;6;0
536;536;2165;18.3901;17.9165;1.02644;88;4.78518;0.788751;0.217904;1.47585;0.224168;2.03116;0.420744;0.401483;0.13193;1;3;16;0
537;537;2141;10.8543;10.2415;1.05983;120;11.0556;1.29966;0.238152;1.98111;0.356455;2.59857;0.76411;0.524736;0.116921;1;3;8;0
538;538;2110;33.2899;30.6975;1.08445;318;9.55244;1.40557;0.190722;1.91398;0.314924;2.55251;0.827824;0.585087;0.137017;1;3;27;0
539;539;2198;32.7703;31.0644;1.05491;248;7.56783;1.084;0.323353;1.83057;0.586388;2.55348;1.35802;0.473711;0.152001;1;3;26;0
540;540;2161;11.2885;9.94987;1.13454;117;10.3645;1.47546;0.186581;1.99691;0.119143;2.51979;0.354299;0.59815;0.118137;1;3;8;0
541;541;2193;34.5234;31.1609;1.10791;306;8.86354;1.15318;0.298297;1.93727;0.553888;2.6414;1.247;0.490626;0.165983;1;3;25;0
542;542;2139;10.4317;10.2956;1.01321;53;5.08068;1.02072;0.0651217;1.48755;0.229508;2.00994;0.510973;0.536669;0.124802;1;3;8;0
543;543;2198;23.5824;22.0454;1.06972;214;9.07455;1.29353;0.257496;1.97757;0.68032;2.65994;1.44041;0.571261;0.198776;1;3;17;0
544;544;2145;16.6352;15.7692;1.05492;87;5.22987;1.067;0.198254;1.58373;0.26524;2.08828;0.600733;0.53603;0.137879;1;3;11;0
545;545;2164;8.12272;7.95822;1.02067;38;4.67823;0.877522;0.156768;1.48196;0.16497;1.94357;0.276167;0.457208;0.0930074;1;3;6;0
546;546;2061;51.235;48.7647;1.05066;458;8.9392;1.40755;0.202939;1.88623;0.105115;2.27782;0.193747;0.62341;0.109709;1;3;37;0
547;547;2152;11.0299;10.8628;1.01538;52;4.71447;0.810209;0.193803;1.50099;0.080899;1.96921;0.148636;0.414319;0.111008;1;3;8;0
548;548;2154;7.61692;7.18796;1.05968;64;8.40235;1.31698;0.140669;1.82585;0.134234;2.26417;0.341482;0.599;0.128489;1;3;5;0
549;549;2150;7.49893;7.07107;1.06051;32;4.26728;0.824405;0.207843;1.4735;0.19681;1.96536;0.383388;0.439035;0.140584;1;3;6;0
550;550;2092;39.4751;37.4967;1.05276;325;8.23303;1.24326;0.290724;1.80677;0.339729;2.37427;0.78003;0.547534;0.144586;1;3;32;0
551;551;2158;10.8042;10.6771;1.0119;54;4.99807;0.943903;0.178169;1.59963;0.232;2.22657;0.564954;0.438415;0.0962336;1;3;7;0
552;552;2136;12.5007;12.0416;1.03813;51;4.07977;0.683605;0.217382;1.40103;0.123335;1.89541;0.207077;0.371136;0.146652;1;3;11;0
553;553;2151;9.50343;9.26763;1.02544;84;8.83892;1.41951;0.146022;1.92642;0.118381;2.3946;0.311042;0.600249;0.0855932;1;3;6;0
554;554;2166;9.59746;9.21954;1.04099;38;3.95938;0.752898;0.151514;1.37575;0.255156;1.82347;0.47536;0.446707;0.161849;1;3;8;0
555;555;2167;26.8782;23.9583;1.12187;206;7.66421;1.13114;0.344542;1.75281;0.286714;2.3197;0.50681;0.497211;0.149141;1;3;22;0
556;556;2155;12.8691;12.4097;1.03702;68;5.28398;0.773202;0.160066;1.57572;0.184406;2.15434;0.336768;0.360627;0.0670517;1;3;9;0
557;557;2175;12.8905;12.7671;1.00966;60;4.65459;0.796066;0.273756;1.57921;0.23993;2.16005;0.612853;0.399338;0.183431;1;3;8;0
